,id,date,priceUSD,volume,volumeUSD,token,open,high,low,close,totalValueLockedUSD
32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19259,2022-09-24,1316.871391663669728307175531847913,331706.773406121214268068,440566233.472283538476574508183892,{'symbol': 'WETH'},1327.573477266407111378861324015809,1345.050622405381754949055672400947,1310.956190369712720549097253635486,1316.871391663669728307175531847913,829532179.6843837432973518651475835
33,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19258,2022-09-23,1327.573477266407111378861324015809,587656.540713920343854335,768156159.1156094208092709871743426,{'symbol': 'WETH'},1329.833632464102590133518854806843,1353.355754974160124093704422657906,1266.080105604849099090466236457302,1327.573477266407111378861324015809,826863085.3820350597725532187650159
34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19257,2022-09-22,1329.833632464102590133518854806843,590002.166941637652407363,756116222.2650067636146379669458748,{'symbol': 'WETH'},1249.463876065697257155810361237672,1343.335494866750025337167154861085,1239.915143891147767443294641492864,1329.833632464102590133518854806843,820438559.6980835495264691333457941
35,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19256,2022-09-21,1249.463876065697257155810361237672,724199.030193429117796342,954602277.801162923080168351493539,{'symbol': 'WETH'},1322.948710145728979004257042306221,1384.265049167707477841504927949592,1224.612045392905260810067082098006,1249.463876065697257155810361237672,804010906.2173857889594329305988064
36,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19255,2022-09-20,1322.948710145728979004257042306221,466774.271565378193970544,629622600.2261023428569154535198515,{'symbol': 'WETH'},1378.714262011493411111542222189444,1381.057822858718442321434987003476,1317.216602108934941333139845958679,1322.948710145728979004257042306221,805271297.9998183423273032041830626
37,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19254,2022-09-19,1378.714262011493411111542222189444,551493.208005550502804152,734130560.0409119416288392826111282,{'symbol': 'WETH'},1334.179907332456638158668313398553,1388.261233342509715056155613374942,1284.614803159478418786535076375681,1378.714262011493411111542222189444,812728750.3488845357196887203040241
38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19253,2022-09-18,1334.179907332456638158668313398553,343031.853141644888134451,478913060.3945796477120307070861169,{'symbol': 'WETH'},1469.283080224565691990624513935878,1469.283080224565691990624513935878,1330.762336158475339894273550655225,1334.179907332456638158668313398553,806643166.4071038683012208501654533
39,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19252,2022-09-17,1469.283080224565691990624513935878,248444.986296165785747801,359513220.4076408260649442804792035,{'symbol': 'WETH'},1429.912959911105386227540486172153,1471.925916265388801746315741244711,1413.388800915220988750020491121709,1469.283080224565691990624513935878,817618680.7848960442070147881347302
40,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19251,2022-09-16,1429.912959911105386227540486172153,500605.93975963906905471,722938617.9249173886934848635923381,{'symbol': 'WETH'},1471.100610402105934398390537846396,1478.63270508562673297213184468286,1398.922342243312797289811179757982,1429.912959911105386227540486172153,790965707.1565737192266621534110042
41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19250,2022-09-15,1471.100610402105934398390537846396,750141.377572492722014883,1169327380.471418586634228766024623,{'symbol': 'WETH'},1634.533180271369250696695130720991,1649.988724366553996524236903876924,1462.651753993393993218308105937195,1471.100610402105934398390537846396,768261569.4819391037527992881560013
42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19249,2022-09-14,1634.533180271369250696695130720991,534886.672924778967991789,855924951.3496947464092799279284316,{'symbol': 'WETH'},1573.490054981503794640315242191117,1642.142916997165017904416179279747,1559.69169333559011716122002480709,1634.533180271369250696695130720991,705691396.4788404893087073224305955
43,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19248,2022-09-13,1573.490054981503794640315242191117,808455.630875662074148069,1333061545.46577062464057363843106,{'symbol': 'WETH'},1712.135878751709871091042865136183,1755.892738948383735777220826323348,1566.939988003590695288248042451967,1573.490054981503794640315242191117,772617956.8877885130379485411764143
44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19247,2022-09-12,1712.135878751709871091042865136183,487776.532098742394840601,846855407.930334093532696218602054,{'symbol': 'WETH'},1762.624333986545986168562685822082,1778.176057670540551274396248137435,1696.016744638059184902254677899515,1712.135878751709871091042865136183,814960677.2371275093770100896010984
45,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19246,2022-09-11,1762.624333986545986168562685822082,303443.273915451959613054,535156266.661176542973608051037797,{'symbol': 'WETH'},1778.932461217125432999153717992146,1784.45812331102794622096002775238,1728.833723905093955366891262205856,1762.624333986545986168562685822082,791796419.8468769498050840885790833
46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19245,2022-09-10,1778.932461217125432999153717992146,363908.449335267820563823,631462614.9493466711284779513743675,{'symbol': 'WETH'},1716.743640690177498377577460016662,1784.113238449499968852827427352581,1712.054368280829722929626727727319,1778.932461217125432999153717992146,785782936.4137283887893892285279465
47,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19244,2022-09-09,1716.743640690177498377577460016662,519772.071834639125788562,884517251.0164737312266601741107382,{'symbol': 'WETH'},1632.644622602373034780650799451813,1741.149544711966385370243662516614,1632.615213178711551627750049604016,1716.743640690177498377577460016662,791191436.3384034271747342335400707
48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19243,2022-09-08,1632.644622602373034780650799451813,467917.834616349088052577,762772807.2964006058549478367551188,{'symbol': 'WETH'},1628.188911106200898615393923121325,1656.124727096249763944744527827513,1600.727318826421584245014868693051,1632.644622602373034780650799451813,770783517.8978675840424508467965953
49,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19242,2022-09-07,1628.188911106200898615393923121325,660049.147225092617674636,1024462731.914568097492906101746701,{'symbol': 'WETH'},1561.77589014009460393673652614368,1652.383474006239259309946079005431,1494.983002244973910167267790372908,1628.188911106200898615393923121325,751531421.0682204084141031463865211
50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19241,2022-09-06,1561.77589014009460393673652614368,627139.232476520217641573,1021546071.016418115558574267234316,{'symbol': 'WETH'},1619.45588317949927066736839841291,1684.120325709774822538114121939333,1560.341104324628656637289071953622,1561.77589014009460393673652614368,768346803.8128422268742060476169928
51,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19240,2022-09-05,1619.45588317949927066736839841291,407358.802988060098655253,648084181.7043940431469167720129828,{'symbol': 'WETH'},1575.640160321265981070517410390242,1623.568212530250200790922475002238,1562.198819030831753444663995603148,1619.45588317949927066736839841291,797239749.1486592385931338768839156
52,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19239,2022-09-04,1575.640160321265981070517410390242,246692.353492167869171739,384992048.4808344867118436726677843,{'symbol': 'WETH'},1554.901987725990672667878130431881,1578.665577774249791971390338103204,1545.367563185936172800101732147473,1575.640160321265981070517410390242,831272040.8967053513415370853740133
53,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19238,2022-09-03,1554.901987725990672667878130431881,286204.341285746745889017,445340735.6827328402585963844871129,{'symbol': 'WETH'},1576.447484946132838834651498254034,1576.972824328071045437143165130847,1539.481369262406536709776676260681,1554.901987725990672667878130431881,834433604.2965443200201033439734854
54,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19237,2022-09-02,1576.447484946132838834651498254034,604239.451581477136018997,965354892.8572873326997072001403962,{'symbol': 'WETH'},1586.487967631418057352224894839498,1645.159581955653667435002322886805,1551.717164397346862847388692876943,1576.447484946132838834651498254034,828329264.1022894072266024181165822
55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19236,2022-09-01,1586.487967631418057352224894839498,616861.443781658767488052,960433094.4149290954393627888112607,{'symbol': 'WETH'},1550.595890397765355908907424799271,1592.959718802238884030850386059289,1517.636297956368851766479072932656,1586.487967631418057352224894839498,820134605.4217303335657398808623601
56,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19235,2022-08-31,1550.595890397765355908907424799271,793800.471121499316140034,1252402762.225415357889885690853424,{'symbol': 'WETH'},1523.457389399116194191299029232413,1614.605213213650589291598933865926,1523.457389399116194191299029232413,1550.595890397765355908907424799271,830891227.9215796806002023136588139
57,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19234,2022-08-30,1523.457389399116194191299029232413,673104.462744932043646213,1041751390.970417542149572647545684,{'symbol': 'WETH'},1555.302537299398084400094493403356,1599.212788774946688285436200880974,1480.25266302458263642335663164439,1523.457389399116194191299029232413,811371485.1987847367925055726138932
58,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19233,2022-08-29,1555.302537299398084400094493403356,524401.333393066892606607,782933408.2586430484951240859808072,{'symbol': 'WETH'},1430.395834486597168037399717625599,1556.79492023105451702136509652954,1427.87100898304445298658976690823,1555.302537299398084400094493403356,810096759.0555300254845353948687102
59,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19232,2022-08-28,1430.395834486597168037399717625599,469629.029751086542678758,695365287.0155864800179297673450342,{'symbol': 'WETH'},1493.811455704440314099383689294187,1506.754083895490005562903861276897,1428.761048314884369873488153714263,1430.395834486597168037399717625599,813779476.6028531902268224571088558
60,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19231,2022-08-27,1493.811455704440314099383689294187,521386.231634780360401633,774551879.1526187877551744729435575,{'symbol': 'WETH'},1503.562628149576346550481971128205,1514.736346594686920668975535649886,1451.485082256916063400814281038779,1493.811455704440314099383689294187,828111699.6340750416187837473869098
61,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19230,2022-08-26,1503.562628149576346550481971128205,727301.872096685822322094,1176373148.839745654225737709987713,{'symbol': 'WETH'},1693.662645594171847391634498816532,1699.866352440500217254675776310695,1491.19096916658238689921483855914,1503.562628149576346550481971128205,846883749.8459197219088461319583302
62,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19229,2022-08-25,1693.662645594171847391634498816532,386223.383702985826088766,655393030.7818738418591610747448729,{'symbol': 'WETH'},1657.437615423424121115618750135402,1716.68383743721553321656465360894,1657.437615423424121115618750135402,1693.662645594171847391634498816532,826403581.530785254312022464242418
63,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19228,2022-08-24,1657.437615423424121115618750135402,521224.390789876428434276,861228241.2451205489721295274085367,{'symbol': 'WETH'},1666.259443906178880876866356976088,1688.409201239250076738002278963649,1608.832936297256129131857026327524,1657.437615423424121115618750135402,839813879.1077027983362408608195027
64,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19227,2022-08-23,1666.259443906178880876866356976088,808778.543927852746501256,1316888954.64799598036514791115371,{'symbol': 'WETH'},1624.369303380885570343876433283331,1667.452489763916454788810458713943,1568.944943227518395023508412542071,1666.259443906178880876866356976088,821285535.9376844300731285242902566
65,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19226,2022-08-22,1624.369303380885570343876433283331,615694.885225770093442032,971253645.8598564619946279252204581,{'symbol': 'WETH'},1620.913895017338038389824238888478,1624.369303380885570343876433283331,1535.414699849548712670122509852694,1624.369303380885570343876433283331,819947839.1057409487759582770085275
66,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19225,2022-08-21,1620.913895017338038389824238888478,573039.712599476594116688,922076428.5254933981802581217751818,{'symbol': 'WETH'},1575.049406846600679847962742813391,1641.203707663190897366667745548211,1569.081695600547160306739068036049,1620.913895017338038389824238888478,860408709.1317765174513392921349366
67,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19224,2022-08-20,1575.049406846600679847962742813391,630283.817682988487283196,1008920316.950125915637561906466526,{'symbol': 'WETH'},1609.58555089641965123773976293502,1652.538981666349533424020799579884,1527.927804892877487819919834226618,1575.049406846600679847962742813391,833255293.234219598578894984381083
68,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19223,2022-08-19,1609.58555089641965123773976293502,775465.498441844897124058,1332983787.354574610829580218110326,{'symbol': 'WETH'},1849.811322777741750051422864416683,1849.811322777741750051422864416683,1609.58555089641965123773976293502,1609.58555089641965123773976293502,822040927.4000821415125162560318676
69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19222,2022-08-18,1849.811322777741750051422864416683,379503.002819984469509127,705178886.3457854011734160890654658,{'symbol': 'WETH'},1831.471256040449136008292147918772,1877.594065490555593977302133075845,1826.27013912895678827590833328482,1849.811322777741750051422864416683,828262078.5568707391292858356409793
70,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19221,2022-08-17,1831.471256040449136008292147918772,598770.732675380565782433,1119791435.627876703601471638539511,{'symbol': 'WETH'},1875.262789081693138206212642719346,1951.329964490085921503567104715289,1824.342110691979800477316117784567,1831.471256040449136008292147918772,837714267.0686751791107583779074882
71,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19220,2022-08-16,1875.262789081693138206212642719346,418195.703129983276292195,788785776.7603552136249314336906248,{'symbol': 'WETH'},1896.122432836570175434032241089274,1913.864577633765050414726664319269,1859.392918304526775451355887914568,1875.262789081693138206212642719346,841041769.2757041451398068022981883
72,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19219,2022-08-15,1896.122432836570175434032241089274,585679.36863457449445986,1124314379.457861808431493508217095,{'symbol': 'WETH'},1934.728712693098111129560973420641,2008.260215525974205541400270781564,1880.001437219901655721622931721862,1896.122432836570175434032241089274,842703677.8060814744102233004661123
73,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19218,2022-08-14,1934.728712693098111129560973420641,348880.504682362726155632,687007390.6005456079174697974293208,{'symbol': 'WETH'},1981.31436952246994775102060590944,2025.5242368682025658806023962528,1911.792745022584425993532163271245,1934.728712693098111129560973420641,867987065.9957414571840418230551501
74,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19217,2022-08-13,1981.31436952246994775102060590944,352273.980102092722257587,700380228.109605590795181018172227,{'symbol': 'WETH'},1958.903416892567293717137760166185,2016.061329096743021108560904254552,1952.813643348141133265873446054055,1981.31436952246994775102060590944,862864696.8497598401388870758061966
75,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19216,2022-08-12,1958.903416892567293717137760166185,409023.151492292225872701,776495852.6609981329665650480135447,{'symbol': 'WETH'},1878.208611090695029080890640634949,1958.903416892567293717137760166185,1859.165776009779676078351980490122,1958.903416892567293717137760166185,858219212.9076014864782622465552263
76,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19215,2022-08-11,1878.208611090695029080890640634949,646544.661711948261132137,1224774132.780348404338200809299612,{'symbol': 'WETH'},1851.24998779754541601985893106852,1939.562862756664277016471360092629,1851.24998779754541601985893106852,1878.208611090695029080890640634949,869244031.8455330199038138344389923
77,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19214,2022-08-10,1851.24998779754541601985893106852,720283.801496020960014144,1282902352.937770707650324030214908,{'symbol': 'WETH'},1705.613517081326912383379132403644,1879.251390423749772061725410881333,1663.755855065197159065945776485013,1851.24998779754541601985893106852,833477285.6835264714197017356954103
78,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19213,2022-08-09,1705.613517081326912383379132403644,514567.552928527682883777,883683495.2703878203594988671587821,{'symbol': 'WETH'},1774.773586490356444628071019632437,1785.498982610825095088850392288471,1670.706467472771549674818227142793,1705.613517081326912383379132403644,865776513.068474679820195616321042
79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19212,2022-08-08,1774.773586490356444628071019632437,521587.232203414390251623,921396554.724048692224195622124645,{'symbol': 'WETH'},1696.063231117178994972350557155397,1810.042969084862695825161852380607,1696.063231117178994972350557155397,1774.773586490356444628071019632437,860368277.5301428566129635694275371
80,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19211,2022-08-07,1696.063231117178994972350557155397,278886.910190630685473684,473465205.7476762980203209164269283,{'symbol': 'WETH'},1692.807306781228600344315229391612,1724.791456961509267647095276511784,1674.238067966574415644974415092346,1696.063231117178994972350557155397,863955450.2371676690812672211676185
81,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19210,2022-08-06,1692.807306781228600344315229391612,279269.102222841425333765,481319771.7981539986471123781077136,{'symbol': 'WETH'},1735.9265861350052274671065268099,1744.933786957684531299038371457838,1690.261755430443567189181555459535,1692.807306781228600344315229391612,861330194.3400971180306498051662724
82,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-19209,2022-08-05,1735.9265861350052274671065268099,563748.006744934844670809,947437839.3865542173451623610319636,{'symbol': 'WETH'},1608.139939533599819521681854066809,1735.9265861350052274671065268099,1608.139939533599819521681854066809,1735.9265861350052274671065268099,835930076.3832965278262854519420863
